CustomerID,회사명,업종,회사 규모,지역,가입 일자,최근 서비스 이용 날짜,모델명,분류종,구매 갯수,구매 가격,구매 일자,평점,구매 횟수,총 구매 금액,평균 평점,이탈 여부,가입 기간,구매 주기,평균 구매 주기,평균 구매 금액,Business_Cluster,Transaction_Cluster,Product_Cluster
customer367@daum.net,Shepherd PLC,정부 및 공공기관,중견기업,전북특별자치도,2023-03-07,2024-05-12,네오 SUV,승용차 및 SUV,3,165000000,2023-11-10,2,8,1710000000,2.8,0,432,57,26.8,213749999.97328123,2,1,1
customer367@daum.net,Shepherd PLC,정부 및 공공기관,중견기업,전북특별자치도,2023-03-07,2024-05-12,솔라 SUV,승용차 및 SUV,1,50000000,2023-12-04,5,9,1760000000,3.0,0,432,24,26.4,195555555.5338272,2,1,1
customer367@daum.net,Shepherd PLC,정부 및 공공기관,중견기업,전북특별자치도,2023-03-07,2024-05-12,오메가 컴팩트카,승용차 및 SUV,5,115000000,2024-02-21,3,10,1875000000,3.0,0,432,79,31.7,187499999.98125,2,1,1
customer367@daum.net,Shepherd PLC,정부 및 공공기관,중견기업,전북특별자치도,2023-03-07,2024-05-12,에스트라 세단,승용차 및 SUV,5,325000000,2024-03-14,5,11,2200000000,3.2,0,432,22,30.8,199999999.98181817,2,1,4
customer367@daum.net,Shepherd PLC,정부 및 공공기관,중견기업,전북특별자치도,2023-03-07,2024-05-12,퓨전 일렉트릭 버스,버스 및 대형,2,240000000,2024-03-28,5,12,2440000000,3.3,0,432,14,29.4,203333333.31638888,2,0,1
customer367@daum.net,Shepherd PLC,정부 및 공공기관,중견기업,전북특별자치도,2023-03-07,2024-05-12,펄스 컴팩트카,승용차 및 SUV,3,75000000,2024-05-01,4,13,2515000000,3.4,0,432,34,29.8,193461538.4466568,2,0,3
customer367@daum.net,Shepherd PLC,정부 및 공공기관,중견기업,전북특별자치도,2023-03-07,2024-05-12,퓨전 일렉트릭 버스,버스 및 대형,1,120000000,2024-05-02,4,14,2635000000,3.4,0,432,1,27.7,188214285.70084184,2,0,1
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,1,60000000,2023-11-19,5,1,60000000,5.0,0,414,0,0.0,59999999.94,0,1,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,4,240000000,2024-01-27,1,2,300000000,3.0,0,414,69,34.5,149999999.92499998,0,1,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,타이탄 카고 트럭,상용차 및 픽업트럭,3,210000000,2024-02-05,2,3,510000000,2.7,0,414,9,26.0,169999999.94333333,0,1,1
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,1,60000000,2024-02-16,1,4,570000000,2.2,0,414,11,22.2,142499999.964375,0,1,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,4,240000000,2024-03-14,5,5,810000000,2.8,0,414,27,23.2,161999999.9676,0,1,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,2,120000000,2024-03-25,5,6,930000000,3.2,0,414,11,21.2,154999999.97416666,0,1,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,타이탄 카고 트럭,상용차 및 픽업트럭,5,350000000,2024-04-06,4,7,1280000000,3.3,0,414,12,19.9,182857142.8310204,0,1,1
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,타이탄 카고 트럭,상용차 및 픽업트럭,5,350000000,2024-04-13,2,8,1630000000,3.1,0,414,7,18.2,203749999.97453123,0,1,1
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,타이탄 카고 트럭,상용차 및 픽업트럭,3,210000000,2024-04-18,1,9,1840000000,2.9,0,414,5,16.8,204444444.4217284,0,1,1
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,타이탄 카고 트럭,상용차 및 픽업트럭,5,350000000,2024-04-30,4,10,2190000000,3.0,0,414,12,16.3,218999999.9781,0,1,1
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,4,240000000,2024-05-01,1,11,2430000000,2.8,0,414,1,14.9,220909090.88900825,0,1,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,타이탄 카고 트럭,상용차 및 픽업트럭,1,70000000,2024-05-05,3,12,2500000000,2.8,0,414,4,14.0,208333333.3159722,0,0,1
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,1,60000000,2024-05-10,4,13,2560000000,2.9,0,414,5,13.3,196923076.907929,0,0,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,타이탄 카고 트럭,상용차 및 픽업트럭,4,280000000,2024-06-23,1,14,2840000000,2.8,0,414,44,15.5,202857142.84265307,0,0,1
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,2,120000000,2024-06-25,1,15,2960000000,2.7,0,414,2,14.6,197333333.32017776,0,0,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,1,60000000,2024-07-25,3,16,3020000000,2.7,0,414,30,15.6,188749999.98820317,0,0,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,4,240000000,2024-08-02,1,17,3260000000,2.6,0,414,8,15.1,191764705.87107265,0,0,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,타이탄 카고 트럭,상용차 및 픽업트럭,1,70000000,2024-08-08,3,18,3330000000,2.6,0,414,6,14.6,184999999.98972225,0,0,1
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,2,120000000,2024-10-02,3,19,3450000000,2.6,0,414,55,16.7,181578947.35886428,0,0,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,5,300000000,2024-11-09,1,20,3750000000,2.6,0,414,38,17.8,187499999.990625,0,0,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,3,180000000,2024-11-11,2,21,3930000000,2.5,0,414,2,17.0,187142857.1339456,0,0,2
customer368@naver.com,"Rhodes, Riley and Garcia",물류/운송회사,대기업,대구광역시,2023-11-10,2024-12-28,사이버 트럭,상용차 및 픽업트럭,2,120000000,2024-12-25,1,22,4050000000,2.5,0,414,44,18.3,184090909.0825413,0,0,2
customer369@gmail.com,Baker Group,렌터카 업체,소기업,부산광역시,2022-04-09,2024-12-24,루미너스 리무진,승용차 및 SUV,1,90000000,2024-10-11,5,1,90000000,5.0,0,990,0,0.0,89999999.91,1,2,1
customer369@gmail.com,Baker Group,렌터카 업체,소기업,부산광역시,2022-04-09,2024-12-24,스텔라 세단,승용차 및 SUV,4,180000000,2024-12-01,4,2,270000000,4.5,0,990,51,25.5,134999999.9325,1,2,0
customer369@gmail.com,Baker Group,렌터카 업체,소기업,부산광역시,2022-04-09,2024-12-24,에스트라 세단,승용차 및 SUV,1,65000000,2024-12-17,4,3,335000000,4.3,0,990,16,22.3,111666666.62944444,1,2,4
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,제타 컴팩트카,승용차 및 SUV,5,100000000,2021-01-21,5,1,100000000,5.0,1,478,0,0.0,99999999.9,3,1,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,스텔라 세단,승용차 및 SUV,5,225000000,2021-02-23,1,2,325000000,3.0,1,478,33,16.5,162499999.91875,3,1,0
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,루미너스 리무진,승용차 및 SUV,1,90000000,2021-03-19,5,3,415000000,3.7,1,478,24,19.0,138333333.2872222,3,1,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,루미너스 리무진,승용차 및 SUV,5,450000000,2021-03-24,1,4,865000000,3.0,1,478,5,15.5,216249999.94593748,3,1,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,제타 컴팩트카,승용차 및 SUV,2,40000000,2021-04-11,4,5,905000000,3.2,1,478,18,16.0,180999999.9638,3,1,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,루미너스 리무진,승용차 및 SUV,2,180000000,2021-04-14,3,6,1085000000,3.2,0,478,3,13.8,180833333.30319443,3,1,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,제타 컴팩트카,승용차 및 SUV,5,100000000,2021-06-03,1,7,1185000000,2.9,0,478,50,19.0,169285714.2615306,3,1,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,오메가 컴팩트카,승용차 및 SUV,4,92000000,2021-07-06,3,8,1277000000,2.9,0,478,33,20.8,159624999.98004687,3,1,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,퓨전 일렉트릭 버스,버스 및 대형,4,480000000,2021-07-31,3,9,1757000000,2.9,0,478,25,21.2,195222222.2005309,3,1,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,솔라 SUV,승용차 및 SUV,5,250000000,2021-08-20,2,10,2007000000,2.8,0,478,20,21.1,200699999.97993,3,1,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,에스트라 세단,승용차 및 SUV,2,130000000,2021-09-21,1,11,2137000000,2.6,0,478,32,22.1,194272727.25506613,3,1,4
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,루미너스 리무진,승용차 및 SUV,3,270000000,2021-10-09,4,12,2407000000,2.8,0,478,18,21.8,200583333.31661808,3,0,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,오메가 컴팩트카,승용차 및 SUV,5,115000000,2021-11-03,1,13,2522000000,2.6,0,478,25,22.0,193999999.98507693,3,0,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,퓨전 일렉트릭 버스,버스 및 대형,1,120000000,2021-11-20,1,14,2642000000,2.5,1,478,17,21.6,188714285.7008061,3,0,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,스텔라 세단,승용차 및 SUV,4,180000000,2021-12-30,3,15,2822000000,2.5,1,478,40,22.9,188133333.3207911,3,0,0
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,에스트라 세단,승용차 및 SUV,2,130000000,2022-01-14,2,16,2952000000,2.5,1,478,15,22.4,184499999.98846877,3,0,4
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,에스트라 세단,승용차 및 SUV,3,195000000,2022-01-30,3,17,3147000000,2.5,1,478,16,22.0,185117647.04793423,3,0,4
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,스텔라 세단,승용차 및 SUV,4,180000000,2022-02-10,5,18,3327000000,2.7,0,478,11,21.4,184833333.3230648,3,0,0
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,퓨전 일렉트릭 버스,버스 및 대형,1,120000000,2022-02-20,3,19,3447000000,2.7,0,478,10,20.8,181421052.62203047,3,0,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,네오 SUV,승용차 및 SUV,3,165000000,2022-02-23,3,20,3612000000,2.7,0,478,3,19.9,180599999.99097,3,0,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,오로라 미니버스,버스 및 대형,4,300000000,2022-02-23,3,21,3912000000,2.7,0,478,0,19.0,186285714.27684355,3,0,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,루미너스 리무진,승용차 및 SUV,4,360000000,2022-02-25,5,22,4272000000,2.8,0,478,2,18.2,194181818.1729917,3,0,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,펄스 컴팩트카,승용차 및 SUV,5,125000000,2022-03-08,4,23,4397000000,2.9,0,478,11,17.9,191173913.03516635,3,0,3
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,네오 SUV,승용차 및 SUV,1,55000000,2022-03-25,2,24,4452000000,2.8,0,478,17,17.8,185499999.99227083,3,0,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,루미너스 리무진,승용차 및 SUV,4,360000000,2022-04-05,5,25,4812000000,2.9,0,478,11,17.6,192479999.9923008,3,0,1
customer36@daum.net,Coleman Ltd,정부 및 공공기관,대기업,인천광역시,2021-01-21,2022-05-14,펄스 컴팩트카,승용차 및 SUV,4,100000000,2022-04-11,2,26,4912000000,2.9,0,478,6,17.1,188923076.91581064,3,0,3
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,오메가 컴팩트카,승용차 및 SUV,5,115000000,2022-08-09,3,1,115000000,3.0,1,103,0,0.0,114999999.885,1,1,1
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,스텔라 세단,승용차 및 SUV,5,225000000,2022-08-13,4,2,340000000,3.5,1,103,4,2.0,169999999.915,1,1,0
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,에스트라 세단,승용차 및 SUV,2,130000000,2022-08-13,3,3,470000000,3.3,1,103,0,1.3,156666666.61444443,1,1,4
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,펄스 컴팩트카,승용차 및 SUV,4,100000000,2022-08-17,3,4,570000000,3.2,1,103,4,2.0,142499999.964375,1,1,3
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,제타 컴팩트카,승용차 및 SUV,1,20000000,2022-09-18,5,5,590000000,3.6,1,103,32,8.0,117999999.9764,1,1,1
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,에스트라 세단,승용차 및 SUV,5,325000000,2022-09-25,5,6,915000000,3.8,1,103,7,7.8,152499999.97458333,1,1,4
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,솔라 SUV,승용차 및 SUV,5,250000000,2022-09-30,4,7,1165000000,3.9,0,103,5,7.4,166428571.4047959,1,1,1
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,제타 컴팩트카,승용차 및 SUV,1,20000000,2022-10-13,4,8,1185000000,3.9,0,103,13,8.1,148124999.98148438,1,1,1
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,에스트라 세단,승용차 및 SUV,3,195000000,2022-11-09,2,9,1380000000,3.7,0,103,27,10.2,153333333.3162963,1,1,4
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,오메가 컴팩트카,승용차 및 SUV,5,115000000,2022-11-10,4,10,1495000000,3.7,0,103,1,9.3,149499999.98505,1,1,1
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,제타 컴팩트카,승용차 및 SUV,4,80000000,2022-11-11,5,11,1575000000,3.8,0,103,1,8.5,143181818.16880167,1,1,1
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,솔라 SUV,승용차 및 SUV,2,100000000,2022-11-13,5,12,1675000000,3.9,0,103,2,8.0,139583333.32170138,1,1,1
customer370@kakao.com,Hall PLC,렌터카 업체,중견기업,세종특별자치시,2022-08-03,2022-11-14,제타 컴팩트카,승용차 및 SUV,3,60000000,2022-11-13,2,13,1735000000,3.8,0,103,0,7.4,133461538.4512722,1,0,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,1,70000000,2023-05-04,5,1,70000000,5.0,0,424,0,0.0,69999999.92999999,1,1,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,2,140000000,2023-05-17,4,2,210000000,4.5,0,424,13,6.5,104999999.9475,1,1,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,3,210000000,2023-06-08,5,3,420000000,4.7,0,424,22,11.7,139999999.95333332,1,1,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,사이버 트럭,상용차 및 픽업트럭,2,120000000,2023-06-09,1,4,540000000,3.8,0,424,1,9.0,134999999.96625,1,1,2
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,4,280000000,2023-07-13,5,5,820000000,4.0,0,424,34,14.0,163999999.9672,1,1,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,3,210000000,2023-07-18,4,6,1030000000,4.0,0,424,5,12.5,171666666.63805556,1,1,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,사이버 트럭,상용차 및 픽업트럭,2,120000000,2023-07-20,2,7,1150000000,3.7,0,424,2,11.0,164285714.2622449,1,1,2
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,2,140000000,2023-07-25,4,8,1290000000,3.8,0,424,5,10.2,161249999.97984374,1,1,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,5,350000000,2023-08-08,5,9,1640000000,3.9,0,424,14,10.7,182222222.2019753,1,1,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,1,70000000,2023-08-27,3,10,1710000000,3.8,0,424,19,11.5,170999999.9829,1,1,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,2,140000000,2023-09-11,4,11,1850000000,3.8,0,424,15,11.8,168181818.1665289,1,1,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,2,140000000,2023-09-19,1,12,1990000000,3.6,0,424,8,11.5,165833333.3195139,1,0,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,사이버 트럭,상용차 및 픽업트럭,5,300000000,2023-09-29,2,13,2290000000,3.5,0,424,10,11.4,176153846.14029586,1,0,2
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,5,350000000,2023-10-16,2,14,2640000000,3.4,0,424,17,11.8,188571428.5579592,1,0,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,2,140000000,2023-11-25,5,15,2780000000,3.5,0,424,40,13.7,185333333.32097775,1,0,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,사이버 트럭,상용차 및 픽업트럭,1,60000000,2023-12-07,4,16,2840000000,3.5,0,424,12,13.6,177499999.98890623,1,0,2
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,1,70000000,2024-01-14,3,17,2910000000,3.5,0,424,38,15.0,171176470.5781661,1,0,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,사이버 트럭,상용차 및 픽업트럭,2,120000000,2024-03-07,4,18,3030000000,3.5,0,424,53,17.1,168333333.3239815,1,0,2
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,5,350000000,2024-03-09,2,19,3380000000,3.4,0,424,2,16.3,177894736.8327424,1,0,1
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,사이버 트럭,상용차 및 픽업트럭,1,60000000,2024-04-05,2,20,3440000000,3.4,0,424,27,16.8,171999999.9914,1,0,2
customer371@naver.com,"Leonard, Lozano and Bowen",건설/산업 장비 대여 업체,대기업,서울특별시,2023-03-31,2024-05-28,타이탄 카고 트럭,상용차 및 픽업트럭,2,140000000,2024-04-29,3,21,3580000000,3.3,0,424,24,17.2,170476190.46807256,1,0,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,펄스 컴팩트카,승용차 및 SUV,4,100000000,2020-08-30,2,1,100000000,2.0,1,539,0,0.0,99999999.9,2,1,3
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,펄스 컴팩트카,승용차 및 SUV,4,100000000,2020-09-09,2,2,200000000,2.0,1,539,10,5.0,99999999.95,2,1,3
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,네오 SUV,승용차 및 SUV,5,275000000,2020-10-02,3,3,475000000,2.3,1,539,23,11.0,158333333.28055555,2,1,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,제타 컴팩트카,승용차 및 SUV,2,40000000,2020-10-29,4,4,515000000,2.8,1,539,27,15.0,128749999.9678125,2,1,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,에스트라 세단,승용차 및 SUV,4,260000000,2020-11-03,2,5,775000000,2.6,1,539,5,13.0,154999999.969,2,1,4
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,솔라 SUV,승용차 및 SUV,3,150000000,2020-12-22,2,6,925000000,2.5,1,539,49,19.0,154166666.64097223,2,1,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,펄스 컴팩트카,승용차 및 SUV,4,100000000,2021-01-03,4,7,1025000000,2.7,0,539,12,18.0,146428571.40765306,2,1,3
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,네오 SUV,승용차 및 SUV,3,165000000,2021-02-19,3,8,1190000000,2.8,0,539,47,21.6,148749999.98140624,2,1,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,네오 SUV,승용차 및 SUV,1,55000000,2021-02-26,4,9,1245000000,2.9,0,539,7,20.0,138333333.31796297,2,1,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,솔라 SUV,승용차 및 SUV,5,250000000,2021-03-04,3,10,1495000000,2.9,0,539,6,18.6,149499999.98505,2,1,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,솔라 SUV,승용차 및 SUV,1,50000000,2021-03-15,3,11,1545000000,2.9,0,539,11,17.9,140454545.44177687,2,1,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,루미너스 리무진,승용차 및 SUV,2,180000000,2021-06-02,5,12,1725000000,3.1,0,539,79,23.0,143749999.98802084,2,0,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,오메가 컴팩트카,승용차 및 SUV,2,46000000,2021-08-04,2,13,1771000000,3.0,0,539,63,26.1,136230769.22028995,2,0,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,네오 SUV,승용차 및 SUV,5,275000000,2021-08-21,2,14,2046000000,2.9,0,539,17,25.4,146142857.13241836,2,0,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,루미너스 리무진,승용차 및 SUV,4,360000000,2021-11-20,4,15,2406000000,3.0,0,539,91,29.8,160399999.98930666,2,0,1
customer372@gmail.com,Crawford-Thompson,라이드 셰어링/카풀 서비스 기업,대기업,전북특별자치도,2020-07-25,2022-01-15,스텔라 세단,승용차 및 SUV,5,225000000,2021-12-18,5,16,2631000000,3.1,0,539,28,29.7,164437499.98972267,2,0,0
